Time,Day,Stage,Flow,Stage comments,Flow comments
30/12/2015 09:00,5.375,5.284,292,,
30/12/2015 09:15,5.385416667,5.279,292,,
30/12/2015 09:30,5.395833333,5.266,290,,
30/12/2015 09:45,5.40625,5.269,290,,
30/12/2015 10:00,5.416666667,5.256,289,,
30/12/2015 10:15,5.427083333,5.25,289,,
30/12/2015 10:30,5.4375,5.237,286,,
30/12/2015 10:45,5.447916667,5.235,286,,
30/12/2015 11:00,5.458333333,5.227,286,,
30/12/2015 11:15,5.46875,5.218,287,,
30/12/2015 11:30,5.479166667,5.211,286,,
30/12/2015 11:45,5.489583333,5.215,285,,
30/12/2015 12:00,5.5,5.199,284,,
30/12/2015 12:15,5.510416667,5.194,284,,
30/12/2015 12:30,5.520833333,5.189,283,,
30/12/2015 12:45,5.53125,5.18,283,,
30/12/2015 13:00,5.541666667,5.178,283,,
30/12/2015 13:15,5.552083333,5.169,281,,
30/12/2015 13:30,5.5625,5.168,283,,
30/12/2015 13:45,5.572916667,5.16,281,,
30/12/2015 14:00,5.583333333,5.155,280,,
30/12/2015 14:15,5.59375,5.146,279,,
30/12/2015 14:30,5.604166667,5.14,280,,
30/12/2015 14:45,5.614583333,5.135,278,,
30/12/2015 15:00,5.625,5.129,279,,
30/12/2015 15:15,5.635416667,5.123,278,,
30/12/2015 15:30,5.645833333,5.12,276,,
30/12/2015 15:45,5.65625,5.108,276,,
30/12/2015 16:00,5.666666667,5.106,273,,
30/12/2015 16:15,5.677083333,5.1,273,,
30/12/2015 16:30,5.6875,5.097,272,,
30/12/2015 16:45,5.697916667,5.086,272,,
30/12/2015 17:00,5.708333333,5.084,271,,
30/12/2015 17:15,5.71875,5.07,271,,
30/12/2015 17:30,5.729166667,5.07,269,,
30/12/2015 17:45,5.739583333,5.059,270,,
30/12/2015 18:00,5.75,5.057,268,,
30/12/2015 18:15,5.760416667,5.05,267,,
30/12/2015 18:30,5.770833333,5.041,268,,
30/12/2015 18:45,5.78125,5.034,269,,
30/12/2015 19:00,5.791666667,5.026,267,,
30/12/2015 19:15,5.802083333,5.02,267,,
30/12/2015 19:30,5.8125,5.012,267,,
30/12/2015 19:45,5.822916667,5.006,266,,
30/12/2015 20:00,5.833333333,5.003,264,,
30/12/2015 20:15,5.84375,4.989,264,,
30/12/2015 20:30,5.854166667,4.986,264,,
30/12/2015 20:45,5.864583333,4.976,263,,
30/12/2015 21:00,5.875,4.974,263,,
30/12/2015 21:15,5.885416667,4.965,262,,
30/12/2015 21:30,5.895833333,4.962,262,,
30/12/2015 21:45,5.90625,4.955,261,,
30/12/2015 22:00,5.916666667,4.947,261,,
30/12/2015 22:15,5.927083333,4.941,260,,
30/12/2015 22:30,5.9375,4.937,260,,
30/12/2015 22:45,5.947916667,4.932,259,,
30/12/2015 23:00,5.958333333,4.928,259,,
30/12/2015 23:15,5.96875,4.921,258,,
30/12/2015 23:30,5.979166667,4.916,257,,
30/12/2015 23:45,5.989583333,4.91,259,,
31/12/2015 00:00,6,4.907,259,,
